,date,price,volume,inflow,outflow,inhouseExVol,betweenExVol,fees,minerRev
307,2011-05-20,5.5903616666666665,345373.97827319,,,,,0.003812651134426,11000.0
308,2011-05-21,6.132744285714287,653932.73501498,,,,,0.004445824268549,11000.0
309,2011-05-22,6.736269999999999,878645.10684297,,,,,0.0037416942783300004,12600.0
310,2011-05-23,7.106383999999999,458227.15763291,,,,,0.0032772349294740003,14300.0
311,2011-05-24,7.42,354352.97409151,,,,,0.003792463045274,14950.0
312,2011-05-25,8.409413571428571,381724.41331447,,,,,0.0035023510804900004,15350.0
313,2011-05-26,8.77355,412883.93462764,,,,,0.0031788243156940003,14800.0
314,2011-05-27,8.5002,536274.02233876,,,,,0.0029530352454110002,8350.0
315,2011-05-28,8.3001,224944.42157997,,,,,0.0028715887855080002,7750.0
316,2011-05-29,8.4299,265968.09942964,,,,,0.003017529759457,9000.0
317,2011-05-30,8.800025000000002,269176.3343513,,,,,0.0036070083715990004,7700.0
318,2011-05-31,8.715455,280069.08993259,,,,,0.003374481439201,7500.0
319,2011-06-01,9.607497500000001,271556.69582778,,,,,0.0037931948425690004,9400.0
320,2011-06-02,10.643019999999998,353800.12844271,,,,,0.0034089574920810003,9500.0
321,2011-06-03,14.317785714285714,612095.00390065,,,,,0.0031875635598980004,10100.0
322,2011-06-04,18.64759333333334,476176.30669758,,,,,0.003747490526377,11200.0
323,2011-06-05,16.675,553552.189338,,,,,0.0028247262547700003,10400.0
324,2011-06-06,18.37141428571429,827402.38616478,,,,,0.0030942927370640003,11650.0
325,2011-06-07,23.396988372093016,525775.37308087,,,,,0.003291462807971,8500.0
326,2011-06-08,29.64085384615385,787577.41817709,,,,,0.0038171373310400005,9250.0
327,2011-06-09,28.9407,771391.18297852,,,,,0.003624825450895,11100.0
328,2011-06-10,23.86174117647059,921612.21548236,,,,,0.0034770595736010003,11150.0
329,2011-06-11,14.651199999999998,1475318.54801825,,,,,0.003321584837952,12600.0
330,2011-06-12,18.71959,1828419.68185151,,,,,0.0036299147538290002,11650.0
331,2011-06-13,19.409272222222214,1267585.01774126,,,,,0.003316970005445,11350.0
332,2011-06-14,19.32056428571429,1536553.62041148,,,,,0.002604092360002,12350.0
333,2011-06-15,19.49,4228658.11269623,,,,,0.0032510225442150004,13950.0
334,2011-06-16,17.363817999999995,8761486.78951999,,,,,0.0025374703827780003,9000.0
335,2011-06-17,15.834064285714286,1567071.80626229,,,,,0.0027832734167410004,9300.000000000004
336,2011-06-18,16.876666666666665,1257341.66496535,,,,,0.0024926499920810002,9849.999999999995
337,2011-06-19,17.405467272497287,4562719.65888625,,,,,0.0023017700604490003,11150.0
338,2011-06-20,17.4795582704942,1332015.83419861,,,,,0.0018448214721130001,11700.0
339,2011-06-21,17.850482972780885,3310987.83303808,,,,,0.001893485907311,12650.0
340,2011-06-22,17.906287114865226,1322079.21828415,,,,,0.0015736061186600002,13000.0
341,2011-06-23,18.16839759701135,1622860.26684258,,,,,0.001429118646099,12000.0
342,2011-06-24,18.585396059959713,4774836.7232812,,,,,0.001531941193723,10800.0
343,2011-06-25,17.943275642315022,10717965.9607551,,,,,0.0024519557434550003,7150.0
344,2011-06-26,16.366438571428574,4044136.49727341,,,,,0.0025673647509150003,7450.0
345,2011-06-27,16.750066666666665,1869503.38322469,,,,,0.002290360163184,8450.0
346,2011-06-28,16.943002500000002,6863625.60048141,,,,,0.0018797902869580002,8000.0
347,2011-06-29,16.899833333333333,2776613.34219863,,,,,0.002032594732451,8600.0
348,2011-06-30,16.153598125000002,1496800.02810075,,,,,0.0018740088935940002,9550.0
349,2011-07-01,15.363328181818185,1109129.25634535,,,,,0.0017896134180240002,8650.0
350,2011-07-02,15.4,866498.85799041,,,,,0.001877334524143,8450.0
351,2011-07-03,15.440396666666668,570256.27727544,,,,,0.0016279873008900002,8250.0
352,2011-07-04,13.820056,1354842.30910163,,,,,0.001696178169387,8500.0
353,2011-07-05,12.886805625000001,407601.45852358,,,,,0.002130731628144,6950.0
354,2011-07-06,14.767071111111115,568827.70760911,,,,,0.001641294778035,7850.0
355,2011-07-07,14.770078461538462,465671.14210072,,,,,0.001548769998894,6550.0
356,2011-07-08,14.313770000000002,304751.87142937,,,,,0.0015814007066840001,8249.999999999996
357,2011-07-09,14.3775,2075749.7797173,,,,,0.0016840833199160002,7450.0
